Index,Case,Prompt,Success,Failure Type,Latency (s),Num Variables,Num Constraints,Prompt Length,Complexity Score,Reverse Prompt,Fidelity,Raw JSON
29,TSP,"Find shortest route visiting each city once and returning. Cities: ['City0', 'City1', 'City2', 'City3', 'City4'].",True,,4.91,25.0,2.0,113,28.13,"This optimization problem involves assigning elements in a 5-by-5 grid represented by binary variables x_i_j, where each variable x_i_j can be either 0 or 1. The goal is to find a permutation of the indices 0 through 4 that minimizes a certain cost related to distances between elements.

Specifically, the problem is:

- Variables: For each row i (from 0 to 4) and each column j (from 0 to 4), there is a binary variable x_i_j indicating whether element i is assigned to position j.

- Constraints:
  1. Each row must have exactly one variable set to 1, meaning each element i is assigned to exactly one position j.
  2. Each column must have exactly one variable set to 1, meaning each position j is assigned exactly one element i.

- Objective: Minimize the total sum of distances between consecutive elements in the permutation. The distance between element i and element k is given by d_i_k. The objective sums over all positions j from 0 to 4, adding the distance between the element assigned to position j and the element assigned to the next position (j+1 modulo 5, so the sequence is circular).

In other words, this problem seeks the optimal circular ordering (permutation) of five elements that minimizes the sum of distances between consecutive elements in the order. This is equivalent to finding a minimal-cost Hamiltonian cycle (a tour visiting each element exactly once) on a set of five nodes with distances d_i_k, which is a classic formulation of the Traveling Salesman Problem (TSP) for five cities.",0.0196078431372549,"{""variables"": [""x_0_0"", ""x_0_1"", ""x_0_2"", ""x_0_3"", ""x_0_4"", ""x_1_0"", ""x_1_1"", ""x_1_2"", ""x_1_3"", ""x_1_4"", ""x_2_0"", ""x_2_1"", ""x_2_2"", ""x_2_3"", ""x_2_4"", ""x_3_0"", ""x_3_1"", ""x_3_2"", ""x_3_3"", ""x_3_4"", ""x_4_0"", ""x_4_1"", ""x_4_2"", ""x_4_3"", ""x_4_4""], ""constraints"": [{""type"": ""equality"", ""expression"": ""sum_{j=0}^4 x_{i,j} = 1 for all i in {0,...,4}"", ""penalty"": 10}, {""type"": ""equality"", ""expression"": ""sum_{i=0}^4 x_{i,j} = 1 for all j in {0,...,4}"", ""penalty"": 10}], ""objective"": ""minimize: sum_{i=0}^4 sum_{j=0}^4 sum_{k=0}^4 d_{i,k} * x_{i,j} * x_{k,(j+1) mod 5}""}"
30,TSP,"Find shortest route visiting each city once and returning. Cities: ['City0', 'City1', 'City2', 'City3', 'City4'].",True,,5.43,25.0,2.0,113,28.13,"This optimization problem involves assigning 5 items to 5 positions in a sequence, represented by binary variables x_i_j where i and j range from 0 to 4. The goal is to find a permutation of the items that minimizes the total cost defined by a distance matrix d.

Specifically:

- Each variable x_i_j is 1 if item i is placed at position j in the sequence, and 0 otherwise.

- The first set of constraints requires that for each position j (from 0 to 4), exactly one item is assigned to that position. In other words, the sum of x_i_j over all items i for each fixed position j must be equal to 1.

- The second set of constraints requires that each item i (from 0 to 4) is assigned to exactly one position j. That is, the sum of x_i_j over all positions j for each fixed item i must be equal to 1.

- The objective is to minimize the sum over all pairs of consecutive positions in the sequence (with the sequence considered cyclically, so position 4 is followed by position 0) of the distance between the items assigned to those positions. Formally, for each pair of consecutive positions j and (j+1) mod 5, and for each pair of items i and k, the cost includes d_{i,k} multiplied by x_i_j and x_k_(j+1).

In summary, this problem seeks the optimal ordering (permutation) of 5 items to minimize the total sum of distances between consecutive items in the sequence, subject to the constraints that each position is occupied by exactly one item and each item occupies exactly one position.",0.011242973141786383,"{""variables"": [""x_0_0"", ""x_0_1"", ""x_0_2"", ""x_0_3"", ""x_0_4"", ""x_1_0"", ""x_1_1"", ""x_1_2"", ""x_1_3"", ""x_1_4"", ""x_2_0"", ""x_2_1"", ""x_2_2"", ""x_2_3"", ""x_2_4"", ""x_3_0"", ""x_3_1"", ""x_3_2"", ""x_3_3"", ""x_3_4"", ""x_4_0"", ""x_4_1"", ""x_4_2"", ""x_4_3"", ""x_4_4""], ""constraints"": [{""type"": ""equality"", ""expression"": ""sum_{i=0}^4 x_{i,j} = 1 for each j in {0,...,4}"", ""penalty"": 10}, {""type"": ""equality"", ""expression"": ""sum_{j=0}^4 x_{i,j} = 1 for each i in {0,...,4}"", ""penalty"": 10}], ""objective"": ""minimize: sum_{i=0}^4 sum_{j=0}^4 sum_{k=0}^4 d_{i,k} * x_{i,j} * x_{k,(j+1) mod 5}""}"
31,TSP,"Find shortest route visiting each city once and returning. Cities: ['City0', 'City1', 'City2', 'City3', 'City4'].",True,,5.43,25.0,3.0,113,29.13,"This optimization problem involves finding a route through five cities, labeled 0 through 4, that visits each city exactly once and returns to the starting city, minimizing the total travel distance.

The decision variables are binary indicators x_i_j, where x_i_j equals 1 if city i is visited in position j of the route, and 0 otherwise.

The problem includes the following constraints:

1. Each position in the route (from 0 to 4) must be assigned to exactly one city. In other words, for each position j, exactly one city i has x_i_j = 1.

2. Each city must appear exactly once in the route. That is, for each city i, there is exactly one position j where x_i_j = 1.

3. Subtour elimination constraints are enforced to prevent the solution from containing disconnected loops that do not include all cities, ensuring the route is a single continuous tour visiting all cities.

The objective is to minimize the total travel distance of the route. This is calculated as the sum over all consecutive pairs of positions in the route of the distance between the cities assigned to those positions. Formally, for each position k, the distance between the city visited at position k and the city visited at position (k+1) modulo 5 is multiplied by the corresponding decision variables and summed over all k.

In summary, this is a formulation of the Traveling Salesman Problem (TSP) for five cities, aiming to find the shortest possible tour visiting each city exactly once and returning to the start.",0.008695652173913044,"{""variables"": [""x_0_0"", ""x_0_1"", ""x_0_2"", ""x_0_3"", ""x_0_4"", ""x_1_0"", ""x_1_1"", ""x_1_2"", ""x_1_3"", ""x_1_4"", ""x_2_0"", ""x_2_1"", ""x_2_2"", ""x_2_3"", ""x_2_4"", ""x_3_0"", ""x_3_1"", ""x_3_2"", ""x_3_3"", ""x_3_4"", ""x_4_0"", ""x_4_1"", ""x_4_2"", ""x_4_3"", ""x_4_4""], ""constraints"": [{""type"": ""equality"", ""expression"": ""sum_{i=0}^4 x_{i,j} = 1 for all j in {0,...,4}"", ""penalty"": 10}, {""type"": ""equality"", ""expression"": ""sum_{j=0}^4 x_{i,j} = 1 for all i in {0,...,4}"", ""penalty"": 10}, {""type"": ""inequality"", ""expression"": ""subtour elimination constraints"", ""penalty"": 10}], ""objective"": ""minimize: sum_{i=0}^4 sum_{j=0}^4 distance(City_i, City_j) * x_{i,k} * x_{j,k+1 mod 5}""}"
32,TSP,"Find shortest route visiting each city once and returning. Cities: ['City0', 'City1', 'City2', 'City3', 'City4'].",True,,12.44,25.0,2.0,113,28.13,"This optimization problem involves assigning 5 items to 5 positions in a sequence, represented by binary variables x_i_j where i and j range from 0 to 4. Each variable x_i_j equals 1 if item i is placed at position j, and 0 otherwise.

The problem includes two sets of constraints:

1. For each position j (from 0 to 4), exactly one item must be assigned to that position. In other words, the sum of x_i_j over all items i equals 1 for each position j.

2. For each item i (from 0 to 4), it must be assigned to exactly one position. That is, the sum of x_i_j over all positions j equals 1 for each item i.

These constraints ensure a one-to-one assignment between items and positions, forming a permutation.

The objective is to minimize the total cost defined by the sum over all pairs of items (i, k) and positions j of the product d_{i,k} * x_i_j * x_k_(j+1 mod 5). Here, d_{i,k} represents a given distance or cost between items i and k, and the term x_i_j * x_k_(j+1 mod 5) indicates that item i is placed at position j and item k is placed immediately after position j in the sequence (with wrap-around from the last to the first position).

In summary, the problem seeks the permutation of 5 items that minimizes the sum of costs associated with consecutive items in the sequence, subject to each item appearing exactly once and each position being occupied by exactly one item.",0.025367156208277702,"{""variables"": [""x_0_0"", ""x_0_1"", ""x_0_2"", ""x_0_3"", ""x_0_4"", ""x_1_0"", ""x_1_1"", ""x_1_2"", ""x_1_3"", ""x_1_4"", ""x_2_0"", ""x_2_1"", ""x_2_2"", ""x_2_3"", ""x_2_4"", ""x_3_0"", ""x_3_1"", ""x_3_2"", ""x_3_3"", ""x_3_4"", ""x_4_0"", ""x_4_1"", ""x_4_2"", ""x_4_3"", ""x_4_4""], ""constraints"": [{""type"": ""equality"", ""expression"": ""sum_{i=0}^4 x_{i,j} == 1 for each j in [0..4]"", ""penalty"": 10}, {""type"": ""equality"", ""expression"": ""sum_{j=0}^4 x_{i,j} == 1 for each i in [0..4]"", ""penalty"": 10}], ""objective"": ""minimize: sum_{i=0}^4 sum_{j=0}^4 sum_{k=0}^4 d_{i,k} * x_{i,j} * x_{k,(j+1) mod 5}""}"
33,TSP,"Find shortest route visiting each city once and returning. Cities: ['City0', 'City1', 'City2', 'City3', 'City4'].",True,,5.12,25.0,2.0,113,28.13,"This optimization problem involves selecting a sequence of cities to visit in a route of length 5, represented by binary decision variables x_i_j, where x_i_j equals 1 if the city j is visited at position i in the route, and 0 otherwise.

The problem includes the following constraints:
1. Each position in the route (from 0 to 4) must be assigned exactly one city. In other words, for each position i, the sum of x_i_j over all cities j equals 1.
2. Each city (from 0 to 4) must be visited exactly once in the route. That is, for each city j, the sum of x_i_j over all positions i equals 1.

The objective is to minimize the total travel distance of the route. This total distance is calculated as the sum over all consecutive pairs of positions in the route (including the return from the last city back to the first) of the distance between the city visited at position i and the city visited at position (i+1) modulo 5.

In summary, this problem seeks the shortest possible route that visits each of the five cities exactly once and returns to the starting city, effectively solving a Traveling Salesman Problem for five cities.",0.033734939759036145,"{""variables"": [""x_0_0"", ""x_0_1"", ""x_0_2"", ""x_0_3"", ""x_0_4"", ""x_1_0"", ""x_1_1"", ""x_1_2"", ""x_1_3"", ""x_1_4"", ""x_2_0"", ""x_2_1"", ""x_2_2"", ""x_2_3"", ""x_2_4"", ""x_3_0"", ""x_3_1"", ""x_3_2"", ""x_3_3"", ""x_3_4"", ""x_4_0"", ""x_4_1"", ""x_4_2"", ""x_4_3"", ""x_4_4""], ""constraints"": [{""type"": ""equality"", ""expression"": ""sum_{i=0}^4 x_{i,j} = 1 for each j in 0..4"", ""penalty"": 10}, {""type"": ""equality"", ""expression"": ""sum_{j=0}^4 x_{i,j} = 1 for each i in 0..4"", ""penalty"": 10}], ""objective"": ""minimize: sum_{i=0}^4 sum_{j=0}^4 sum_{k=0}^4 distance(City_j, City_k) * x_{i,j} * x_{(i+1) mod 5,k}""}"
34,TSP,"Find shortest route visiting each city once and returning. Cities: ['City0', 'City1', 'City2', 'City3', 'City4'].",True,,6.8,25.0,2.0,113,28.13,"This optimization problem involves selecting assignments for a 5-by-5 grid of binary variables \( x_{i,j} \), where each variable can be either 0 or 1. The goal is to minimize a certain cost function while satisfying specific constraints.

**Variables:**
- There are 25 binary variables \( x_{i,j} \) with indices \( i \) and \( j \) each ranging from 0 to 4.
- Each variable \( x_{i,j} \) represents a decision to assign element \( i \) to position \( j \).

**Constraints:**
1. **Row constraints:** For each \( i \) from 0 to 4, exactly one variable \( x_{i,j} \) in the row (i.e., for \( j = 0, 1, 2, 3, 4 \)) must be set to 1. This means each element \( i \) is assigned to exactly one position.
2. **Column constraints:** For each \( j \) from 0 to 4, exactly one variable \( x_{i,j} \) in the column (i.e., for \( i = 0, 1, 2, 3, 4 \)) must be set to 1. This means each position \( j \) is assigned exactly one element.

Together, these constraints enforce a one-to-one matching between elements \( i \) and positions \( j \), effectively creating a permutation.

**Objective:**
- The objective is to minimize the sum over all pairs of elements \( i \) and \( k \), and positions \( j \), of the product \( d_{i,k} \times x_{i,j} \times x_{k,(j+1) \bmod 5} \).
- Here, \( d_{i,k} \) represents a given distance or cost between elements \( i \) and \( k \).
- The term \( x_{i,j} \times x_{k,(j+1) \bmod 5} \) indicates that element \( i \) is assigned to position \( j \) and element \( k \) is assigned to the next position \( (j+1) \) modulo 5, forming a circular sequence.
- Minimizing this sum corresponds to finding a circular ordering (permutation) of the elements that minimizes the total ""distance"" cost between consecutive elements in the sequence.

**Summary:**
This problem is to find a circular ordering of 5 elements that minimizes the total sum of pairwise distances between consecutive elements in the sequence. Each element must appear exactly once, and each position in the sequence must be occupied by exactly one element. The solution corresponds to a permutation minimizing the sum of distances around a cycle.",0.01600711427301023,"{""variables"": [""x_0_0"", ""x_0_1"", ""x_0_2"", ""x_0_3"", ""x_0_4"", ""x_1_0"", ""x_1_1"", ""x_1_2"", ""x_1_3"", ""x_1_4"", ""x_2_0"", ""x_2_1"", ""x_2_2"", ""x_2_3"", ""x_2_4"", ""x_3_0"", ""x_3_1"", ""x_3_2"", ""x_3_3"", ""x_3_4"", ""x_4_0"", ""x_4_1"", ""x_4_2"", ""x_4_3"", ""x_4_4""], ""constraints"": [{""type"": ""equality"", ""expression"": ""sum_{j=0}^4 x_{i,j} = 1 for each i in [0..4]"", ""penalty"": 10}, {""type"": ""equality"", ""expression"": ""sum_{i=0}^4 x_{i,j} = 1 for each j in [0..4]"", ""penalty"": 10}], ""objective"": ""minimize: sum_{i=0}^4 sum_{j=0}^4 sum_{k=0}^4 d_{i,k} * x_{i,j} * x_{k,(j+1) mod 5}""}"
35,TSP,"Find shortest route visiting each city once and returning. Cities: ['City0', 'City1', 'City2', 'City3', 'City4'].",True,,6.68,25.0,2.0,113,28.13,"This optimization problem involves assigning 5 items to 5 positions in a sequence, represented by binary variables x_i_j, where x_i_j equals 1 if item i is placed in position j, and 0 otherwise.

The problem includes two sets of constraints:

1. Each position in the sequence must be assigned exactly one item. In other words, for every position j (from 0 to 4), the sum of x_i_j over all items i (0 to 4) must be exactly 1.

2. Each item must be assigned to exactly one position. That is, for every item i (from 0 to 4), the sum of x_i_j over all positions j (0 to 4) must be exactly 1.

The objective is to minimize the total cost defined by the sum over all pairs of items (i, k) and consecutive positions (j, j+1 modulo 5) of the product of the distance d_{i,k} between items i and k and the assignment variables x_i_j and x_k_(j+1). This effectively minimizes the total distance between items placed in consecutive positions in the sequence, considering the sequence as circular (position 4 connects back to position 0).

In summary, the problem seeks a permutation of 5 items into 5 positions that minimizes the sum of distances between consecutive items in the circular sequence, ensuring each item appears exactly once and each position is occupied by exactly one item.",0.02877697841726619,"{""variables"": [""x_0_0"", ""x_0_1"", ""x_0_2"", ""x_0_3"", ""x_0_4"", ""x_1_0"", ""x_1_1"", ""x_1_2"", ""x_1_3"", ""x_1_4"", ""x_2_0"", ""x_2_1"", ""x_2_2"", ""x_2_3"", ""x_2_4"", ""x_3_0"", ""x_3_1"", ""x_3_2"", ""x_3_3"", ""x_3_4"", ""x_4_0"", ""x_4_1"", ""x_4_2"", ""x_4_3"", ""x_4_4""], ""constraints"": [{""type"": ""equality"", ""expression"": ""sum_{i=0}^4 x_{i,j} = 1 for all j in {0,...,4}"", ""penalty"": 10}, {""type"": ""equality"", ""expression"": ""sum_{j=0}^4 x_{i,j} = 1 for all i in {0,...,4}"", ""penalty"": 10}], ""objective"": ""minimize: sum_{i=0}^4 sum_{j=0}^4 sum_{k=0}^4 d_{i,k} * x_{i,j} * x_{k,(j+1) mod 5}""}"
36,TSP,"Find shortest route visiting each city once and returning. Cities: ['City0', 'City1', 'City2', 'City3', 'City4'].",True,,6.45,25.0,2.0,113,28.13,"This optimization problem involves selecting a sequence of cities to visit in a tour of five cities, labeled 0 through 4. The decision variables x_i_j are binary indicators where x_i_j equals 1 if city j is visited in position i of the tour, and 0 otherwise.

The problem has two main constraints:

1. Each position in the tour (from 0 to 4) must be assigned exactly one city. In other words, for each position i, the sum of x_i_j over all cities j must be exactly 1.

2. Each city must be visited exactly once in the tour. That is, for each city j, the sum of x_i_j over all positions i must be exactly 1.

The objective is to minimize the total travel distance of the tour. The total distance is calculated by summing, for each consecutive pair of positions in the tour (including the return from the last city back to the first), the distance between the cities assigned to those positions. Formally, for each position i, the distance between the city assigned to position i and the city assigned to position (i+1) modulo 5 is multiplied by the corresponding variables x_i_j and x_(i+1)_k, and these are summed over all positions and city pairs.

In summary, this is a formulation of the Traveling Salesman Problem (TSP) for five cities, where the goal is to find the shortest possible tour that visits each city exactly once and returns to the starting city.",0.012203389830508475,"{""variables"": [""x_0_0"", ""x_0_1"", ""x_0_2"", ""x_0_3"", ""x_0_4"", ""x_1_0"", ""x_1_1"", ""x_1_2"", ""x_1_3"", ""x_1_4"", ""x_2_0"", ""x_2_1"", ""x_2_2"", ""x_2_3"", ""x_2_4"", ""x_3_0"", ""x_3_1"", ""x_3_2"", ""x_3_3"", ""x_3_4"", ""x_4_0"", ""x_4_1"", ""x_4_2"", ""x_4_3"", ""x_4_4""], ""constraints"": [{""type"": ""equality"", ""expression"": ""sum_{i=0}^4 x_{i,j} = 1 for each j in {0,...,4}"", ""penalty"": 100}, {""type"": ""equality"", ""expression"": ""sum_{j=0}^4 x_{i,j} = 1 for each i in {0,...,4}"", ""penalty"": 100}], ""objective"": ""minimize: sum_{i=0}^4 sum_{j=0}^4 sum_{k=0}^4 dist(City_j, City_k) * x_{i,j} * x_{(i+1) mod 5,k}""}"
37,TSP,"Find shortest route visiting each city once and returning. Cities: ['City0', 'City1', 'City2', 'City3', 'City4'].",True,,4.78,25.0,2.0,113,28.13,"This optimization problem involves selecting a unique assignment of items to positions in a sequence, with the goal of minimizing the total cost associated with transitions between consecutive positions.

Specifically, there are 5 items (indexed 0 through 4) and 5 positions (also indexed 0 through 4). The decision variables x_i_j are binary indicators where x_i_j = 1 means that item i is assigned to position j, and 0 otherwise.

The problem includes the following constraints:

1. Each item must be assigned to exactly one position. That is, for each item i, the sum of x_i_j over all positions j equals 1.

2. Each position must be occupied by exactly one item. That is, for each position j, the sum of x_i_j over all items i equals 1.

The objective is to minimize the total cost computed as the sum over all pairs of consecutive positions in the sequence (with the sequence considered circular, so position 4 is followed by position 0). For each pair of consecutive positions j and (j+1) mod 5, the cost includes the distance d_i_k between the items assigned to these positions, weighted by the product x_i_j * x_k_(j+1).

In summary, the problem is to find a permutation of the 5 items into the 5 positions that minimizes the sum of the distances between items placed in consecutive positions around a circular sequence. This is equivalent to finding an ordering of the items that minimizes the total transition cost around a loop.",0.011597938144329897,"{""variables"": [""x_0_0"", ""x_0_1"", ""x_0_2"", ""x_0_3"", ""x_0_4"", ""x_1_0"", ""x_1_1"", ""x_1_2"", ""x_1_3"", ""x_1_4"", ""x_2_0"", ""x_2_1"", ""x_2_2"", ""x_2_3"", ""x_2_4"", ""x_3_0"", ""x_3_1"", ""x_3_2"", ""x_3_3"", ""x_3_4"", ""x_4_0"", ""x_4_1"", ""x_4_2"", ""x_4_3"", ""x_4_4""], ""constraints"": [{""type"": ""equality"", ""expression"": ""sum_{j=0}^4 x_{i,j} = 1 for all i in {0,...,4}"", ""penalty"": 100}, {""type"": ""equality"", ""expression"": ""sum_{i=0}^4 x_{i,j} = 1 for all j in {0,...,4}"", ""penalty"": 100}], ""objective"": ""minimize: sum_{i=0}^4 sum_{j=0}^4 sum_{k=0}^4 d_{i,k} * x_{i,j} * x_{k,(j+1) mod 5}""}"
38,TSP,"Find shortest route visiting each city once and returning. Cities: ['City0', 'City1', 'City2', 'City3', 'City4'].",True,,5.22,25.0,2.0,113,28.13,"This optimization problem involves assigning five items to five positions in a sequence, represented by binary variables x_i_j where i and j range from 0 to 4. Each variable x_i_j indicates whether item i is placed at position j (1 if yes, 0 if no).

The problem includes the following constraints:

1. Each position in the sequence must be assigned exactly one item. In other words, for each position j (from 0 to 4), the sum of x_i_j over all items i must equal 1.

2. Each item must be assigned to exactly one position. That is, for each item i (from 0 to 4), the sum of x_i_j over all positions j must equal 1.

Both constraints are enforced strongly with a penalty weight of 100 to ensure valid assignments.

The objective is to minimize the total cost associated with the ordering of items in the sequence. The cost is calculated by summing, over all pairs of items (i, k), the distance or cost d_i_k multiplied by the decision variables indicating that item i is placed at position j and item k is placed at the next position (j+1 modulo 5) in the sequence. This effectively models the cost of traveling or transitioning from item i to item k in consecutive positions, considering the sequence as circular.

In summary, the problem seeks to find a permutation of five items into five positions that minimizes the total transition cost between consecutive items in a circular sequence, while ensuring each item appears exactly once and each position is occupied by exactly one item.",0.027482823235477825,"{""variables"": [""x_0_0"", ""x_0_1"", ""x_0_2"", ""x_0_3"", ""x_0_4"", ""x_1_0"", ""x_1_1"", ""x_1_2"", ""x_1_3"", ""x_1_4"", ""x_2_0"", ""x_2_1"", ""x_2_2"", ""x_2_3"", ""x_2_4"", ""x_3_0"", ""x_3_1"", ""x_3_2"", ""x_3_3"", ""x_3_4"", ""x_4_0"", ""x_4_1"", ""x_4_2"", ""x_4_3"", ""x_4_4""], ""constraints"": [{""type"": ""equality"", ""expression"": ""sum_{i=0}^4 x_{i,j} = 1 for each j in [0..4]"", ""penalty"": 100}, {""type"": ""equality"", ""expression"": ""sum_{j=0}^4 x_{i,j} = 1 for each i in [0..4]"", ""penalty"": 100}], ""objective"": ""minimize: sum_{i=0}^4 sum_{j=0}^4 sum_{k=0}^4 d_{i,k} * x_{i,j} * x_{k,(j+1) mod 5}""}"
39,TSP,"Find shortest route visiting each city once and returning. Cities: ['City0', 'City1', 'City2', 'City3', 'City4'].",True,,5.02,25.0,3.0,113,29.13,"This optimization problem involves finding a route that visits five distinct locations, labeled 0 through 4, exactly once each, and returns to the starting point, minimizing the total travel distance.

Specifically:

- There are binary decision variables \( x_{i,j} \) where \( i \) represents a location (from 0 to 4) and \( j \) represents the position in the route (from 0 to 4). The variable \( x_{i,j} = 1 \) if location \( i \) is visited at position \( j \) in the route, and 0 otherwise.

- The first set of constraints ensures that each position in the route is assigned exactly one location. In other words, for every position \( j \), exactly one location \( i \) is chosen.

- The second set of constraints ensures that each location is visited exactly once in the route. That is, for every location \( i \), it appears in exactly one position \( j \).

- Additional inequality constraints are included to eliminate subtours, which are smaller cycles that do not cover all locations. These constraints ensure the solution forms a single continuous tour visiting all locations.

- The objective is to minimize the total travel distance of the route. The distance between locations \( i \) and \( k \) is given by \( d_{i,k} \). The total distance sums over all consecutive pairs of locations in the route, including the return from the last location back to the first.

In summary, this is a formulation of the Traveling Salesman Problem (TSP) for five locations, aiming to find the shortest possible route that visits each location exactly once and returns to the start, while preventing any disconnected subtours.",0.034502587694077054,"{""variables"": [""x_0_0"", ""x_0_1"", ""x_0_2"", ""x_0_3"", ""x_0_4"", ""x_1_0"", ""x_1_1"", ""x_1_2"", ""x_1_3"", ""x_1_4"", ""x_2_0"", ""x_2_1"", ""x_2_2"", ""x_2_3"", ""x_2_4"", ""x_3_0"", ""x_3_1"", ""x_3_2"", ""x_3_3"", ""x_3_4"", ""x_4_0"", ""x_4_1"", ""x_4_2"", ""x_4_3"", ""x_4_4""], ""constraints"": [{""type"": ""equality"", ""expression"": ""sum_{j=0}^4 x_{i,j} = 1 for all i in {0,...,4}"", ""penalty"": 10}, {""type"": ""equality"", ""expression"": ""sum_{i=0}^4 x_{i,j} = 1 for all j in {0,...,4}"", ""penalty"": 10}, {""type"": ""inequality"", ""expression"": ""subtour elimination constraints"", ""penalty"": 10}], ""objective"": ""minimize: sum_{i=0}^4 sum_{j=0}^4 sum_{k=0}^4 d_{i,k} * x_{i,j} * x_{k,(j+1) mod 5}""}"
40,TSP,"Find shortest route visiting each city once and returning. Cities: ['City0', 'City1', 'City2', 'City3', 'City4'].",True,,4.91,25.0,2.0,113,28.13,"This optimization problem involves finding an optimal route through five cities, labeled 0 through 4, with the goal of minimizing the total travel distance. The decision variables are binary variables \( x_{i,j} \), where \( x_{i,j} = 1 \) indicates that city \( j \) is visited in position \( i \) of the route, and 0 otherwise.

The problem includes the following constraints:

1. Each city must be visited exactly once. This means that for each city \( j \), the sum of \( x_{i,j} \) over all positions \( i = 0 \) to 4 must equal 1.

2. Each position in the route must be occupied by exactly one city. That is, for each position \( i \), the sum of \( x_{i,j} \) over all cities \( j = 0 \) to 4 must equal 1.

The objective is to minimize the total travel distance of the route. The distance between cities \( j \) and \( k \) is given by \( d_{j,k} \). The total distance is calculated by summing the distances between consecutive cities in the route, considering the route as a cycle (the city after the last position loops back to the first).

In summary, this is a Traveling Salesman Problem (TSP) for five cities, formulated to find the shortest possible tour that visits each city exactly once and returns to the starting city.",0.02072538860103627,"{""variables"": [""x_0_0"", ""x_0_1"", ""x_0_2"", ""x_0_3"", ""x_0_4"", ""x_1_0"", ""x_1_1"", ""x_1_2"", ""x_1_3"", ""x_1_4"", ""x_2_0"", ""x_2_1"", ""x_2_2"", ""x_2_3"", ""x_2_4"", ""x_3_0"", ""x_3_1"", ""x_3_2"", ""x_3_3"", ""x_3_4"", ""x_4_0"", ""x_4_1"", ""x_4_2"", ""x_4_3"", ""x_4_4""], ""constraints"": [{""type"": ""equality"", ""expression"": ""sum_{i=0}^4 x_{i,j} = 1 for each city j"", ""penalty"": 10}, {""type"": ""equality"", ""expression"": ""sum_{j=0}^4 x_{i,j} = 1 for each position i"", ""penalty"": 10}], ""objective"": ""minimize: sum_{i=0}^4 sum_{j=0}^4 sum_{k=0}^4 d_{j,k} * x_{i,j} * x_{(i+1) mod 5,k}""}"
41,Seating,"Assign seats to individuals to minimize conflicts. Avoid seating [['Person4', 'Person1'], ['Person1', 'Person2']] together.",True,,5.41,9.0,9.0,123,19.23,"This optimization problem involves assigning three people—Person1, Person2, and Person4—to three available seats labeled Seat1, Seat2, and Seat3. The goal is to find a seating arrangement that satisfies the following conditions:

1. Each person must be assigned to exactly one seat. In other words, Person1 must occupy one and only one of Seat1, Seat2, or Seat3; the same applies to Person2 and Person4.

2. No seat can be occupied by more than one person. Specifically:
   - Person1 and Person4 cannot share the same seat.
   - Person1 and Person2 cannot share the same seat.

The objective function to minimize is zero, meaning the primary goal is to find any feasible seating arrangement that meets all the above constraints without conflicts.",0.03682393555811277,"{""variables"": [""x_Person1_Seat1"", ""x_Person1_Seat2"", ""x_Person1_Seat3"", ""x_Person2_Seat1"", ""x_Person2_Seat2"", ""x_Person2_Seat3"", ""x_Person4_Seat1"", ""x_Person4_Seat2"", ""x_Person4_Seat3""], ""constraints"": [{""type"": ""equality"", ""expression"": ""x_Person1_Seat1 + x_Person1_Seat2 + x_Person1_Seat3 = 1"", ""penalty"": 10}, {""type"": ""equality"", ""expression"": ""x_Person2_Seat1 + x_Person2_Seat2 + x_Person2_Seat3 = 1"", ""penalty"": 10}, {""type"": ""equality"", ""expression"": ""x_Person4_Seat1 + x_Person4_Seat2 + x_Person4_Seat3 = 1"", ""penalty"": 10}, {""type"": ""inequality"", ""expression"": ""x_Person4_Seat1 + x_Person1_Seat1 <= 1"", ""penalty"": 20}, {""type"": ""inequality"", ""expression"": ""x_Person4_Seat2 + x_Person1_Seat2 <= 1"", ""penalty"": 20}, {""type"": ""inequality"", ""expression"": ""x_Person4_Seat3 + x_Person1_Seat3 <= 1"", ""penalty"": 20}, {""type"": ""inequality"", ""expression"": ""x_Person1_Seat1 + x_Person2_Seat1 <= 1"", ""penalty"": 20}, {""type"": ""inequality"", ""expression"": ""x_Person1_Seat2 + x_Person2_Seat2 <= 1"", ""penalty"": 20}, {""type"": ""inequality"", ""expression"": ""x_Person1_Seat3 + x_Person2_Seat3 <= 1"", ""penalty"": 20}], ""objective"": ""minimize: 0""}"
